L 10/18/2019 - 00:01:01: SourceMod log file session started (file "L20191018.log") (Version "1.9.0.6282")
L 10/18/2019 - 00:01:01: [l4d2_skill_detect.smx] Charge carry start: 3 - 4 -- time: 88.40
L 10/18/2019 - 00:01:02: [l4d2_skill_detect.smx] Clear: 7 freed 4 from 3: time: 0.00 / 1.03 -- class: charger (with shove? 0)
L 10/18/2019 - 00:01:05: [l4d2_skill_detect.smx] Checking charge victim: 3 - 4 - flags: 1 (alive? 1)
L 10/18/2019 - 00:01:49: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 00:01:53: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hc_overhit_time") (value "1.4")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_disable_si_friendly_staggers") (value "2")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_block_infected_ff") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_infected_ff_allow_tank") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_enable") (value "7")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_blockzerodmg") (value "7")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_undoff_permdmgfrac") (value "1.0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_enabled") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_always") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_unsilentjockey_time") (value "0.1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_tankrock_common") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_smoker_common") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "collision_tankrock_incap") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_punchstuckfix_unstucktime") (value "0.5")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tpsf_debug_print") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_multi") (value "0.5")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_min") (value "1.0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_shotgun_ff_max") (value "8.0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_uncinfblock_enabled") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_uncinfblock_types") (value "31")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Enabled") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Random") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_BaseballBat") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_CricketBat") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Crowbar") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_ElecGuitar") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_FireAxe") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_FryingPan") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_GolfClub") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Knife") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Katana") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Machete") (value "1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_RiotShield") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_MITSR_Tonfa") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_ring1_bullets") (value "8")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_ring1_factor") (value "3")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sgspread_center_pellet") (value "0")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_shotgun_bonus_damage_range") (value "60")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_shotgun_bonus_damage_multiplier") (value "7")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_reload_speed_uzi") (value "1.75")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_reload_speed_silenced_smg") (value "2.1")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_witch_damage_per_kill_hit") (value "75")
L 10/18/2019 - 20:04:30: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_witch_personal_space") (value "240")
L 10/18/2019 - 20:04:31: [l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 10/18/2019 - 20:06:07: [l4d2_skill_detect.smx] Clear: 7 freed 5 from 3: time: 1.54 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:06:10: [l4d2_skill_detect.smx] Clear: 2 freed 4 from 10: time: 2.55 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:06:50: [l4d2_skill_detect.smx] Charge carry start: 10 - 7 -- time: 140.53
L 10/18/2019 - 20:06:51: [l4d2_skill_detect.smx] Clear: 5 freed 7 from 10: time: 0.27 / 1.58 -- class: charger (with shove? 0)
L 10/18/2019 - 20:06:53: [l4d2_skill_detect.smx] Checking charge victim: 10 - 7 - flags: 1 (alive? 1)
L 10/18/2019 - 20:06:54: [l4d2_skill_detect.smx] Checking charge victim: 10 - 2 - flags: 0 (alive? 1)
L 10/18/2019 - 20:06:54: [l4d2_skill_detect.smx] Clear: 5 freed 2 from 1: time: 3.52 / -1.00 -- class: jockey (with shove? 1)
L 10/18/2019 - 20:07:34: [l4d2_skill_detect.smx] Clear: 7 freed 2 from 3: time: -1.00 / 2.81 -- class: smoker (with shove? 0)
L 10/18/2019 - 20:07:36: [l4d2_skill_detect.smx] Clear: 2 freed 5 from 9: time: 1.23 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:07:37: [l4d2_skill_detect.smx] Clear: 2 freed 4 from 1: time: 2.98 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:08:29: [l4d2_skill_detect.smx] Clear: 5 freed 7 from 9: time: 0.72 / -1.00 -- class: jockey (with shove? 1)
L 10/18/2019 - 20:08:59: [l4d2_skill_detect.smx] Clear: 5 freed 2 from 9: time: 1.77 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:09:09: [l4d2_skill_detect.smx] Charge carry start: 3 - 4 -- time: 279.82
L 10/18/2019 - 20:09:10: [l4d2_skill_detect.smx] Clear: 2 freed 4 from 3: time: 0.00 / 0.81 -- class: charger (with shove? 0)
L 10/18/2019 - 20:09:11: [l4d2_skill_detect.smx] Checking charge victim: 3 - 4 - flags: 43 (alive? 0)
L 10/18/2019 - 20:09:21: [l4d2_skill_detect.smx] Clear: 5 freed 2 from 10: time: 8.76 / 10.91 -- class: smoker (with shove? 0)
L 10/18/2019 - 20:09:41: [l4d2_skill_detect.smx] Clear: 5 freed 2 from 3: time: 2.00 / -1.00 -- class: jockey (with shove? 1)
L 10/18/2019 - 20:10:18: [l4d2_skill_detect.smx] Clear: 2 freed 5 from 10: time: 5.83 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:10:21: [l4d2_skill_detect.smx] Clear: 5 freed 2 from 3: time: 2.97 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:10:37: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 20:10:40: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 20:10:40: [l4d2_tankswap.smx] Found valid Tank Swap Choice: LDS
L 10/18/2019 - 20:10:40: [l4d2_tankswap.smx] Found valid Tank Swap Choice: arz^
L 10/18/2019 - 20:10:40: [l4d2_tankswap.smx] Found valid Tank Swap Choice: y quien lo decidio?
L 10/18/2019 - 20:10:40: [l4d2_tankswap.smx] Valid Tank Choices Amount: 3
L 10/18/2019 - 20:10:43: [l4d2_tankswap.smx] Auto MenuCallBack, param1/client: : shob, choice: 0
L 10/18/2019 - 20:11:18: [admincheats.smx] <GaRu><STEAM_1:0:441726889><181.177.247.147> was prevented from running cheat command 'give'
L 10/18/2019 - 20:11:38: [l4d2_saferoom_item_remove.smx] Removed 0 saferoom item(s) (start: 0; end: 0).
L 10/18/2019 - 20:12:19: [l4d2_skill_detect.smx] Clear: 9 freed 3 from 5: time: 1.25 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:12:20: [l4d2_skill_detect.smx] Clear: 10 freed 1 from 4: time: 2.04 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:13:02: [l4d2_skill_detect.smx] Clear: 9 freed 10 from 2: time: 8.23 / -1.00 -- class: jockey (with shove? 0)
L 10/18/2019 - 20:13:04: [l4d2_skill_detect.smx] Charge carry start: 4 - 10 -- time: 514.01
L 10/18/2019 - 20:13:08: [l4d2_skill_detect.smx] Clear: 1 freed 10 from 4: time: 1.30 / 4.31 -- class: charger (with shove? 0)
L 10/18/2019 - 20:13:09: [l4d2_skill_detect.smx] Checking charge victim: 4 - 10 - flags: 1 (alive? 1)
L 10/18/2019 - 20:13:09: [l4d2_skill_detect.smx] Checking charge victim: 4 - 3 - flags: 0 (alive? 1)
L 10/18/2019 - 20:13:40: [l4d2_skill_detect.smx] Clear: 10 freed 9 from 7: time: 1.34 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:13:42: [l4d2_skill_detect.smx] Clear: 3 freed 10 from 2: time: 1.35 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:14:35: [l4d2_skill_detect.smx] Clear: 10 freed 1 from 2: time: 0.01 / 605.09 -- class: charger (with shove? 0)
L 10/18/2019 - 20:14:47: [l4d2_skill_detect.smx] Clear: 3 freed 1 from 5: time: 2.99 / 7.38 -- class: smoker (with shove? 0)
L 10/18/2019 - 20:15:16: [l4d2_skill_detect.smx] Clear: 3 freed 9 from 4: time: 1.36 / -1.00 -- class: jockey (with shove? 0)
L 10/18/2019 - 20:15:52: [l4d2_skill_detect.smx] Clear: 3 freed 9 from 2: time: 0.90 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:15:56: [l4d2_skill_detect.smx] Charge carry start: 7 - 10 -- time: 686.35
L 10/18/2019 - 20:15:59: [l4d2_skill_detect.smx] Clear: 3 freed 10 from 7: time: 1.76 / 3.54 -- class: charger (with shove? 0)
L 10/18/2019 - 20:16:00: [l4d2_skill_detect.smx] Checking charge victim: 7 - 9 - flags: 0 (alive? 1)
L 10/18/2019 - 20:16:00: [l4d2_skill_detect.smx] Checking charge victim: 7 - 10 - flags: 1 (alive? 1)
L 10/18/2019 - 20:16:41: [l4d2_skill_detect.smx] Witch Crown Check: Failed: bungled: 1 / crowntype: 1 (entity: 451)
L 10/18/2019 - 20:16:41: [l4d2_skill_detect.smx] Witch Crown Check: Further details: attacker: LDS, attacker dmg: 44, teamless dmg: 8
L 10/18/2019 - 20:16:50: [l4d2_skill_detect.smx] Clear: 9 freed 10 from 4: time: 1.47 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:16:53: [l4d2_skill_detect.smx] Clear: 3 freed 9 from 5: time: 2.63 / -1.00 -- class: jockey (with shove? 0)
L 10/18/2019 - 20:17:05: [l4d2_skill_detect.smx] Clear: 10 freed 9 from 2: time: 0.61 / 3.14 -- class: smoker (with shove? 0)
L 10/18/2019 - 20:17:38: [l4d2_skill_detect.smx] Clear: 10 freed 9 from 7: time: -1.00 / 1.22 -- class: smoker (with shove? 0)
L 10/18/2019 - 20:17:49: [l4d2_skill_detect.smx] Charge carry start: 4 - 3 -- time: 799.38
L 10/18/2019 - 20:17:52: [l4d2_skill_detect.smx] Clear: 10 freed 3 from 4: time: 1.44 / 3.01 -- class: charger (with shove? 0)
L 10/18/2019 - 20:17:52: [l4d2_skill_detect.smx] Checking charge victim: 4 - 3 - flags: 1 (alive? 1)
L 10/18/2019 - 20:17:53: [l4d2_skill_detect.smx] Clear: 10 freed 9 from 5: time: 1.36 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:18:04: [l4d2_tankswap.smx] L4D_OnSpawnTank fired, creating Timer
L 10/18/2019 - 20:18:07: [l4d2_tankswap.smx] Initializing Tank Swap Menu, auto triggered
L 10/18/2019 - 20:18:07: [l4d2_tankswap.smx] Found valid Tank Swap Choice: burN
L 10/18/2019 - 20:18:07: [l4d2_tankswap.smx] Found valid Tank Swap Choice: PINGO RE NEGRO
L 10/18/2019 - 20:18:07: [l4d2_tankswap.smx] Found valid Tank Swap Choice: blabla
L 10/18/2019 - 20:18:07: [l4d2_tankswap.smx] Valid Tank Choices Amount: 3
L 10/18/2019 - 20:18:43: [l4d2_skill_detect.smx] Clear: 9 freed 3 from 7: time: 4.90 / -1.00 -- class: hunter (with shove? 0)
L 10/18/2019 - 20:18:47: [l4d2_skill_detect.smx] Clear: 9 freed 10 from 5: time: 9.08 / -1.00 -- class: jockey (with shove? 1)
L 10/18/2019 - 20:18:50: [admincheats.smx] <LDS><STEAM_1:1:434392724><200.125.126.30> was prevented from running cheat command 'give'
L 10/18/2019 - 20:20:48: [admincheats.smx] <arz^><STEAM_1:0:241499801><200.82.100.182> was prevented from running cheat command 'give'
L 10/18/2019 - 20:21:17: -------- Mapchange to c2m3_coaster --------
L 10/18/2019 - 20:21:18: [sv_steamgroup_fixer.smx] Corrected sv_steamgroup ("33766243,27767513") from 33766244 to 33766243.
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "motd_enabled") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "motdfile") (value "mymotd.txt")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hostfile") (value "myhost.txt")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "l4d2_addons_eclipse") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_wait_command") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minrate") (value "100000")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxrate") (value "100000")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_minupdaterate") (value "100")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxupdaterate") (value "100")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_mincmdrate") (value "100")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxcmdrate") (value "100")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_min_interp_ratio") (value "-1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_max_interp_ratio") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nb_update_frequency") (value "0.015")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_splitpacket_maxrate") (value "100000")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tick_door_speed") (value "1.3")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_force_unreserved") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_visiblemaxplayers") (value "16")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxplayers") (value "16")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "chestbump_patch_enabled") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_autoteambalance") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_unlag_fixstuck") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_predict") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_client_cmdrate_difference") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec_global") (value "10")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_sec") (value "3")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_queries_window") (value "10")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_player_stuck_tolerance") (value "5")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_clockcorrection_msecs") (value "15")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sb_all_bot_game") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_allow_infected_bots") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_common_limit") (value "28")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_ghost_delay_min") (value "15")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_ghost_delay_max") (value "15")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_mega_mob_size") (value "50")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_mob_spawn_min_size") (value "15")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_mob_spawn_max_size") (value "15")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_mob_spawn_min_interval_normal") (value "3600")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_mob_spawn_max_interval_normal") (value "3600")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_jockey_ride_damage") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_jockey_ride_damage_interval") (value "0.25")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_pounce_damage") (value "2")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_pounce_damage_interval") (value "0.2")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "hunter_pz_claw_dmg") (value "4")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tongue_drag_damage_amount") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tongue_choke_damage_amount") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tongue_drag_first_damage_interval") (value "1.0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tongue_drag_first_damage") (value "3.0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tongue_drag_damage_interval") (value "0.23")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "tongue_choke_damage_interval") (value "0.2")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_versus_hunter_limit") (value "2")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_cheats") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_consistency") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_pure_kick_clients") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_voiceenable") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_log_onefile") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_logbans") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_lobby_connect_only") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vs_max_team_switches") (value "9999")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_gamemode") (value "versus")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "versus_marker_num") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_difficulty") (value "normal")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_vs_convert_pills") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_convert_pills") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_convert_pills_critical_health") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "director_convert_pills_to_defib_health") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "pain_pills_decay_rate") (value "0.27")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_finale_spawn_safety_range") (value "600")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_fallen_max_count") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_infected_ceda_vomitjar_probability") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_force_time_of_day") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_brawl_chance") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_female_boomer_spawn_chance") (value "50")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "nav_lying_down_percent") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_must_wander") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "versus_shove_hunter_fov_pouncing") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "ammo_shotgun_max") (value "96")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "ammo_smg_max") (value "750")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "ammo_sniperrifle_max") (value "80")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_pushaway_force") (value "0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_gun_swing_vs_min_penalty") (value "1")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_gun_swing_vs_max_penalty") (value "4")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_leap_interval_post_incap") (value "18")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_jockey_control_variance") (value "0.0")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_exploding_shove_min") (value "4")
L 10/18/2019 - 20:21:18: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "z_exploding_shove_max") (value "4")
